matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
119150202,1029525,Hayley,McDougall,H.McDougall,"McDougall, H",7873
119150202,1029526,Jessica,Earney,J.Earney,"Earney, J",7873
119150202,1029520,Ashleigh,Probert-Hill,A.Probert-Hill,"Probert-Hill, A",7873
119150202,1004498,Shelby,Miller,S.Miller,"Miller, S",7873
119150202,1029524,Hannah,Lenthall,H.Lenthall,"Lenthall, H",7873
119150202,1029522,Gemma,Collyer,G.Collyer,"Collyer, G",7873
119150202,1029518,Alex,Vinen,A.Vinen,"Vinen, A",7873
119150202,1029527,Macy,Goninon,M.Goninon,"Goninon, M",7873
119150202,1029933,Madeleine,Hay,M.Hay,"Hay, M",7873
119150202,1029521,Ellie,Marshall,E.Marshall,"Marshall, E",7873
119150202,1029523,Grace,Pullen,G.Pullen,"Pullen, G",7873
119150202,1029519,Ashlea,Turner,A.Turner,"Turner, A",7873
119150202,1026834,Martina,Reekers,M.Reekers,"Reekers, M",9197
119150202,1022298,Reilley,Batcheldor,R.Batcheldor,"Batcheldor, R",9197
119150202,1022293,Annie,Miller,A.Miller,"Miller, A",9197
119150202,1028098,Ava,Black,A.Black,"Black, A",9197
119150202,1029913,Chloe,Litherland,C.Litherland,"Litherland, C",9197
119150202,1029504,Lily,Gribble,L.Gribble,"Gribble, L",9197
119150202,1016036,Bridey,Condren,B.Condren,"Condren, B",9197
119150202,1019165,Annabelle,Lawrie,A.Lawrie,"Lawrie, A",9197
119150202,997815,Annika,Lee Jones,A.Lee Jones,"Lee Jones, A",9197
119150202,1029914,Lily,McClure,L.McClure,"McClure, L",9197
119150202,1021095,Leilani,Rohweder,L.Rohweder,"Rohweder, L",9197
119150202,1023582,Emma,Walters,E.Walters,"Walters, E",9197
