price,surname,firstName,team,position,points2023,played2023,avg2023
150000,STERLING,Shamera,Thunderbirds,GK,539,3,179.67
140000,FOWLER,Jhaniele,Fever,GS,441,3,147
135000,PROUD,Maddy,Swifts,C/WA,384,3,128
130000,BRUCE,Courtney,Fever,GK/GD,330,3,110
120000,TEAGUE-NEELD,Alice,Fever,WA/GA,437,3,145.67
120000,WATSON,Liz,Vixens,C/WA,294,3,98
115000,GLASGOW,Sasha,Fever,GA/GS,387,3,129
110000,BROWNE,Kelsey,Magpies,WA,273,3,91
110000,HOUSBY,Helen,Swifts,GA/GS,419,3,139.67
110000,WILSON,Latanya,Thunderbirds,GD/WD,327,3,109
110000,WOOD,Steph,Lightning,WA/GA,387,3,129
105000,DWYER,Sophie,GIANTS,GA/GS,281,3,93.67
105000,NELSON,Shimona,Magpies,GS,348,3,116
105000,PRETORIUS,Karla,Lightning,GD,339,3,113
105000,PRICE,Jamie-Lee,GIANTS,WD/C,358,3,119.33
100000,CARDWELL,Eleanor,Thunderbirds,GA/GS,311,3,103.67
100000,HARTEN,Jo,GIANTS,GA/GS,162,2,81
100000,HAY,Maddie,GIANTS,WA,194,2,97
100000,WALLAM,Donnell,Firebirds,GS,304,3,101.33
100000,WARD,Jodi-Ann,Magpies,GD/WD,407,3,135.67
100000,WESTON,Jo,Vixens,GD/WD,184,2,92
95000,AUSTIN,Kiera,Vixens,WA/GA,329,3,109.67
95000,DUNKLEY,Lara,Firebirds,WA,289,3,96.33
95000,KLAU,Sarah,Swifts,GK/GD,286,3,95.33
95000,KOENEN,Cara,Lightning,GA/GS,343,3,114.33
95000,KUMWENDA,Mwai,Vixens,GA/GS,298,3,99.33
95000,PARMENTER,Amy,GIANTS,WD/C,260,3,86.67
90000,BAKEWELL-DORAN,Ruby,Firebirds,GD/WD,332,3,110.67
90000,WALLACE,Sam,Swifts,GS,,,
85000,HADLEY,Paige,Swifts,C/WA,291,3,97
85000,RAVAILLION,Kim,Firebirds,C,250,3,83.33
80000,ARYANG,Sunday,Fever,GD/WD,288,3,96
80000,BRANDLEY,April,GIANTS,GD,238,3,79.33
80000,BRAZILL,Ash,Magpies,WD/C,207,3,69
80000,DEHANEY,Kadie-Ann,Lightning,GK,421,3,140.33
80000,HORJUS,Georgie,Thunderbirds,WA/GA,217,3,72.33
80000,MOLONEY,Kate,Vixens,WD/C,238,3,79.33
80000,SIMPSON,Gabi,Firebirds,WD,186,3,62
80000,WILLIAMS,Tayla,Thunderbirds,C/WA,351,3,117
75000,AIKEN-GEORGE,Romelda,Swifts,GS,220,3,73.33
75000,ALLEN,Nyah,Magpies,GA,,,
75000,AUSTIN,Lucy,Thunderbirds,GS,78,2,39
75000,CASSIDY,Mahalia,Lightning,WD/C,226,3,75.33
75000,MANNIX,Emily,Vixens,GK,194,3,64.67
75000,MENTOR,Geva,Magpies,GK,231,3,77
75000,PETTY,Hannah,Thunderbirds,WD/C,69,2,34.5
75000,SIMMONS,Verity,Fever,C/WA,274,3,91.33
75000,TURNER,Maddy,Swifts,GD/WD,169,3,56.33
70000,ANSTISS,Jess,Fever,WD/C,284,3,94.67
70000,GARBIN,Sophie,Magpies,GA/GS,296,3,98.67
65000,BATCHELDOR,Reilley,Lightning,GA/GS,,,
65000,DWAN,Tippah,Thunderbirds,GA,253,3,84.33
65000,GARRETT,Matilda,Thunderbirds,GD,258,3,86
65000,JOVIC,Molly,Magpies,C,118,3,39.33
60000,EDDY,Kate,Vixens,GD/WD,162,3,54
60000,HINCHLIFFE,Maddie,Magpies,WD/C,44,1,44
60000,MCDONELL,Matilda,GIANTS,GK,100,3,33.33
60000,SCHERIAN,Laura,Lightning,C/WA,183,3,61
55000,SAMASON,Rahni,Vixens,GA/GS,,,
50000,MUNDY,Hannah,Vixens,C/WA,134,2,67
50000,NANKIVELL,Maisie,Thunderbirds,C/WA,39,1,39
50000,NEWTON,Jacqui,Magpies,GK/GD,18,1,18
45000,FAWNS,Sophie,Swifts,GA/GS,23,2,11.5
45000,LEWIS,Olivia,Vixens,GK,93,2,46.5
45000,SMITH,Allie,Swifts,GD/WD,135,3,45
40000,COSH,Emma,Fever,WA/GA,26,1,26
40000,FRASER,Tayla,Swifts,WD/C,77,2,38.5
40000,KAMO,Remi,Firebirds,GK/GD,232,3,77.33
40000,MILLER,Annie,Lightning,C/WA,208,3,69.33
40000,STOWER,Mia,Firebirds,GA,173,3,57.67
35000,JENNER,Kim,Fever,GK/GD,103,3,34.33
35000,LETHERBARROW,Matisse,GIANTS,GA/GS,75,1,75
35000,O'SHANNASSY,Teigan,Swifts,GK/GD,112,2,56
30000,COFFEY,Gabby,Vixens,GD,15,1,15
30000,EAGLAND,Shannon,Lightning,GD/WD,13,1,13
30000,ELLIS,Rudi,Fever,GK,43,2,21.5
30000,GARDNER,Macy,Firebirds,C/WA,119,2,59.5
30000,MOORE,Lauren,GIANTS,GD/WD,77,3,25.67
30000,SINGLETON,Kelly,Magpies,GA,30,1,30
30000,SLIGAR,Amy,GIANTS,WD/C,52,1,52
30000,UNIE,Ashlee,Firebirds,GD/WD,63,1,63
25000,BELL,Charlie,Lightning,GS,33,2,16.5
25000,ERVIN,Ashleigh,Lightning,GK,33,2,16.5
25000,MOORE,Emily,Firebirds,GA/GS,88,2,44
