price,surname,firstName,team,position,points2023,played2023,avg2023
25000,ADAMSON,Casey,Magpies,WD/C,16,1,16
100000,AIKEN-GEORGE,Romelda,Swifts,GS,686,7,98
75000,ALLEN,Nyah,Magpies,GA,,,
70000,ANSTISS,Jess,Fever,WD/C,577,7,82.43
80000,ARYANG,Sunday,Fever,GD/WD,607,7,86.71
50000,AUSTIN,Lucy,Thunderbirds,GS,186,5,37.2
95000,AUSTIN,Kiera,Vixens,WA/GA,713,7,101.86
85000,BAKEWELL-DORAN,Ruby,Firebirds,GD/WD,716,7,102.29
30000,BELL,Charlie,Lightning,GS,47,2,23.5
25000,BLACK,Ava,Lightning,WD/C,25,1,25
50000,BORGER,Kim,Vixens,GA/GS,16,1,16
70000,BRANDLEY,April,GIANTS,GD,540,7,77.14
75000,BRAZILL,Ash,Magpies,WD/C,460,6,76.67
100000,BROWNE,Kelsey,Magpies,WA,680,7,97.14
105000,BRUCE,Courtney,Fever,GK/GD,737,7,105.29
105000,CARDWELL,Eleanor,Thunderbirds,GA/GS,709,7,101.29
60000,CASSIDY,Mahalia,Lightning,WD/C,510,7,72.86
30000,COFFEY,Gabby,Vixens,GD,15,1,15
40000,COSH,Emma,Fever,WA/GA,38,2,19
30000,DAVIES,Taylah,GIANTS,WA,,,
90000,DEHANEY,Kadie-Ann,Lightning,GK,755,7,107.86
75000,DUNKLEY,Lara,Firebirds,WA,579,7,82.71
70000,DWAN,Tippah,Thunderbirds,GA,549,7,78.43
105000,DWYER,Sophie,GIANTS,GA/GS,708,7,101.14
30000,EAGLAND,Shannon,Lightning,GD/WD,105,5,21
65000,EDDY,Kate,Vixens,GD/WD,375,6,62.5
35000,ELLIS,Rudi,Fever,GK,153,4,38.25
30000,ERVIN,Ashleigh,Lightning,GK,106,4,26.5
30000,FAWNS,Sophie,Swifts,GA/GS,69,5,13.8
135000,FOWLER,Jhaniele,Fever,GS,1017,7,145.29
30000,FRASER,Tayla,Swifts,WD/C,206,6,34.33
