price,surname,firstName,team,position,points2023,played2023,avg2023
160000,STERLING,Shamera,Thunderbirds,GK,1566,9,174
145000,FOWLER,Jhaniele,Fever,GS,1291,9,143.44
140000,TEAGUE-NEELD,Alice,Fever,WA/GA,1318,9,146.44
125000,HOUSBY,Helen,Swifts,GA/GS,1220,9,135.56
125000,WOOD,Steph,Lightning,WA/GA,1228,9,136.44
120000,WATSON,Liz,Vixens,C/WA,1012,9,112.44
115000,GLASGOW,Sasha,Fever,GA/GS,1004,8,125.5
115000,KUMWENDA,Mwai,Vixens,GA/GS,1010,9,112.22
115000,PROUD,Maddy,Swifts,C/WA,1060,9,117.78
115000,WALLAM,Donnell,Firebirds,GS,1007,9,111.89
110000,AUSTIN,Kiera,Vixens,WA/GA,981,9,109
105000,BAKEWELL-DORAN,Ruby,Firebirds,GD/WD,977,9,108.56
105000,HAY,Maddie,GIANTS,WA,869,8,108.63
105000,MENTOR,Geva,Magpies,GK,908,9,100.89
105000,NELSON,Shimona,Magpies,GS,1046,9,116.22
100000,AIKEN-GEORGE,Romelda,Swifts,GS,896,9,99.56
100000,BROWNE,Kelsey,Magpies,WA,911,9,101.22
100000,HORJUS,Georgie,Thunderbirds,WA/GA,839,9,93.22
100000,PARMENTER,Amy,GIANTS,WD/C,929,9,103.22
100000,PRICE,Jamie-Lee,GIANTS,WD/C,1025,9,113.89
100000,WILSON,Latanya,Thunderbirds,GD/WD,946,9,105.11
95000,BRUCE,Courtney,Fever,GK/GD,936,9,104
95000,DWYER,Sophie,GIANTS,GA/GS,864,9,96
95000,PRETORIUS,Karla,Lightning,GD,929,9,103.22
95000,WARD,Jodi-Ann,Magpies,GD/WD,1025,9,113.89
90000,KLAU,Sarah,Swifts,GK/GD,812,9,90.22
90000,KOENEN,Cara,Lightning,GA/GS,951,9,105.67
90000,SCHERIAN,Laura,Lightning,C/WA,743,9,82.56
90000,WALLACE,Sam,Swifts,GS,,,
85000,CARDWELL,Eleanor,Thunderbirds,GA/GS,845,9,93.89
85000,HADLEY,Paige,Swifts,C/WA,789,9,87.67
85000,JOVIC,Molly,Magpies,C,663,9,73.67
85000,WESTON,Jo,Vixens,GD/WD,736,8,92
80000,ARYANG,Sunday,Fever,GD/WD,766,9,85.11
80000,DEHANEY,Kadie-Ann,Lightning,GK,929,9,103.22
80000,DUNKLEY,Lara,Firebirds,WA,758,9,84.22
80000,GARRETT,Matilda,Thunderbirds,GD,781,9,86.78
75000,ALLEN,Nyah,Magpies,GA,,,
75000,ANSTISS,Jess,Fever,WD/C,656,8,82
75000,BRAZILL,Ash,Magpies,WD/C,594,8,74.25
75000,BUTLER,Nat,Fever,GA,74,1,74
75000,HARTEN,Jo,GIANTS,GA/GS,557,7,79.57
75000,KAMO,Remi,Firebirds,GK/GD,781,9,86.78
75000,TURNER,Maddy,Swifts,GD/WD,628,9,69.78
70000,BRANDLEY,April,GIANTS,GD,723,9,80.33
70000,CASSIDY,Mahalia,Lightning,WD/C,651,9,72.33
70000,MOORE,Emily,Firebirds,GA/GS,553,8,69.13
70000,RAVAILLION,Kim,Firebirds,C,680,9,75.56
65000,DWAN,Tippah,Thunderbirds,GA,645,9,71.67
65000,EDDY,Kate,Vixens,GD/WD,517,8,64.63
65000,MANNIX,Emily,Vixens,GK,450,7,64.29
65000,MOORE,Lauren,GIANTS,GD/WD,413,7,59
60000,GARDNER,Macy,Firebirds,C/WA,400,6,66.67
60000,MILLER,Annie,Lightning,C/WA,573,9,63.67
60000,MOLONEY,Kate,Vixens,WD/C,629,9,69.89
60000,SIMMONS,Verity,Fever,C/WA,662,9,73.56
60000,STOWER,Mia,Firebirds,GA,465,8,58.13
55000,LEWIS,Olivia,Vixens,GK,405,8,50.63
55000,MCDONELL,Matilda,GIANTS,GK,338,7,48.29
55000,PETTY,Hannah,Thunderbirds,WD/C,385,7,55
55000,SAMASON,Rahni,Vixens,GA/GS,,,
55000,SIMPSON,Gabi,Firebirds,WD,528,9,58.67
50000,BORGER,Kim,Vixens,GA/GS,16,1,16
50000,LETHERBARROW,Matisse,GIANTS,GA/GS,235,3,78.33
50000,MUNDY,Hannah,Vixens,C/WA,320,6,53.33
50000,WILLIAMS,Tayla,Thunderbirds,C/WA,662,9,73.56
45000,GARBIN,Sophie,Magpies,GA/GS,565,9,62.78
45000,HINCHLIFFE,Maddie,Magpies,WD/C,156,4,39
45000,JENNER,Kim,Fever,GK/GD,377,8,47.13
45000,O'SHANNASSY,Teigan,Swifts,GK/GD,330,6,55
40000,AUSTIN,Lucy,Thunderbirds,GS,281,7,40.14
40000,NEWTON,Jacqui,Magpies,GK/GD,136,4,34
35000,COSH,Emma,Fever,WA/GA,103,3,34.33
35000,ELLIS,Rudi,Fever,GK,171,5,34.2
35000,FRASER,Tayla,Swifts,WD/C,288,8,36
35000,NANKIVELL,Maisie,Thunderbirds,C/WA,194,5,38.8
35000,SMITH,Allie,Swifts,GD/WD,284,7,40.57
30000,BELL,Charlie,Lightning,GS,63,4,15.75
30000,BLACK,Ava,Lightning,WD/C,99,3,33
30000,DAVIES,Taylah,GIANTS,WA,,,
30000,FAWNS,Sophie,Swifts,GA/GS,69,5,13.8
30000,SINGLETON,Kelly,Magpies,GA,124,6,20.67
30000,SLIGAR,Amy,GIANTS,WD/C,82,2,41
30000,UNIE,Ashlee,Firebirds,GD/WD,105,3,35
30000,VEVE,Hulita,Firebirds,WD/C,106,2,53
25000,ADAMSON,Casey,Magpies,WD/C,16,1,16
25000,CRANSBERG,Jordan,Fever,WD/C,32,1,32
