matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,quartersPlayed,rebounds,tossUpWin,turnovers,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,minutesPlayedPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,quartersPlayedPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
95631305,803,80019,1,2,0,0,0,18,6,0,2,1,0,1,20,2,18,0,60.0,0,1,3,0,8,1,4,3,0,6,1.0,2.0,0.0,0.0,0.0,18.0,6.0,0.0,2.0,1.0,0.0,1.0,20.0,2.0,18.0,0.0,60.0,0.0,1.0,3.0,0.0,8.0,1.0,4.0,3.0,0.0,6.0,-5.0,-5.0
95631305,803,80094,2,0,0,0,0,16,5,0,1,20,0,11,0,0,0,0,60.0,0,1,0,0,6,1,4,0,0,2,2.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,1.0,20.0,0.0,11.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0,0.0,6.0,1.0,4.0,0.0,0.0,2.0,-5.0,-5.0
95631305,803,80098,0,0,0,0,0,0,10,0,2,0,1,0,0,0,0,1,39.0,0,4,0,0,14,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615385,0.0,3.076923076923077,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,1.5384615384615385,60.0,0.0,6.153846153846154,0.0,0.0,21.53846153846154,0.0,4.615384615384616,0.0,0.0,0.0,-4.0,-6.153846153846154
95631305,803,80099,0,0,0,0,1,1,13,0,4,0,3,0,0,0,0,3,60.0,0,3,0,0,16,1,4,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,3.0,0.0,0.0,16.0,1.0,4.0,0.0,0.0,0.0,-5.0,-5.0
95631305,803,80109,0,0,0,0,0,8,11,0,1,1,0,0,0,0,0,0,60.0,0,7,0,2,19,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,7.0,0.0,2.0,19.0,0.0,4.0,0.0,0.0,0.0,-5.0,-5.0
95631305,803,80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95631305,803,80127,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22.8,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,0.0,0.0,0.0,0.0,5.263157894736842,0.0,5.263157894736842,0.0,0.0,0.0,-1.0,-2.631578947368421
95631305,803,80175,1,0,0,0,0,0,4,0,1,23,1,7,0,0,0,1,60.0,0,2,0,2,6,0,4,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,23.0,1.0,7.0,0.0,0.0,0.0,1.0,60.0,0.0,2.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,2.0,-5.0,-5.0
95631305,803,80221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95631305,803,80444,2,0,0,0,0,0,1,0,0,5,0,2,35,6,29,0,60.0,0,0,1,0,1,0,4,1,0,4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,35.0,6.0,29.0,0.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,-5.0,-5.0
